address1,address2,bamm_approved,bamm_used_desc,cems_used,city,co2_captured,comments,county,county_fips,eggrt_facility_id,emission_classification_code,emitted_co2_supplied,facility_id,facility_name,facility_types,frs_id,latitude,longitude,naics_code,parent_company,process_stationary_cml,program_name,program_sys_id,reported_industry_types,reported_subparts,reporting_status,rr_monitoring_plan,rr_monitoring_plan_filename,rr_mrv_plan_url,state,state_name,submission_id,tribal_land_id,uu_rd_exempt,year,zip
4161 Legion Dr,,,,,Mason,,,,,539638.0000000000,DEFAULT,,1008190,West Bay,Onshore Oil & Gas Production,,42.593980000000000,-84.469290000000000,211111,WEST BAY EXPLORATION (100%),,Green House Gas e-GGRT,539638,W-ONSH,W,,,,,MI,Michigan,171328.0000000000,,,2016,48854
"11 West of Abernathy on 597, 1 mile N on FM 179",,,,,Abernathy,,,HALE COUNTY,48189,543437.0000000000,DEFAULT,,1009799,Levelland / Anton CO2 FLDS,CO2 Injection,110055517935,33.866995000000000,-101.866362000000000,211111,OCCIDENTAL PETROLEUM CORP (100%),,Green House Gas e-GGRT,543437,UU,UU,,,,,TX,Texas,172496.0000000000,,,2014,79311
1785 Weyerhaeuser Road,,,,,Vanceboro,,,Craven,37049,521322.0000000000,CU_OTHERS,,1000228,International Paper - New Bern Mill,Direct Emitter,110000350478,35.208100000000000,-77.124200000000000,322110,INTERNATIONAL PAPER CO (100%),,Clean Air Markets Division Business Database,7520,"AA,C,TT","AA,C,TT",,,,,NC,North Carolina,361756.0000000000,,,2023,28586
1160 S Church St,,,,,Louisville,,,,,568942.0000000000,CU_ONLY,,1013018,Winston Plywood and Veneer,Direct Emitter,,33.119747100000000,-88.979677600000000,321212,"Winston Plywood & Veneer, LLC (100%)",,Green House Gas e-GGRT,568942,C,C,,,,,MS,Mississippi,166724.0000000000,,,2017,39339
2601 W MT PLEASANT BLVD,,,,,MUNCIE,,,DELAWARE COUNTY,18035,528599.0000000000,CU_OTHERS,,1004345,EXIDE CORP,Direct Emitter,110000397712,40.156959000000000,-85.417418000000000,331492,EXIDE TECHNOLOGIES (100%),,FRS,110000397712,"C,R","C,R",,,,,IN,Indiana,96255.0000000000,,,2013,47302
201 East Louisville Ave.,,,,,Atmore,,,,,547157.0000000000,DEFAULT,,1010365,Atmore Utilities Board,Supplier,,31.024330000000000,-87.490460000000000,221210,WEST ESCAMBIA UTILITIES (100%),,Green House Gas e-GGRT,547157,NN-LDC,NN,,,,,AL,Alabama,175253.0000000000,,,2018,36504
State Highway Jct. 2096/2097,,,,Y,Sebree,,,Henderson,21101,519746.0000000000,DEFAULT,,1005620,HMP&L Station 2,Direct Emitter,110071161621,37.647200000000000,-87.502800000000000,221112,CITY OF HENDERSON KY (100%),,Clean Air Markets Division Business Database,284,D,D,,,,,KY,Kentucky,161557.0000000000,,,2017,42455
2690 W RIVER RD,,,,,STEVENS POINT,,,PORTAGE COUNTY,55097,523837.0000000000,CU_ONLY,,1002854,WATER RENEWAL CENTER,Direct Emitter,110000422249,44.486243000000000,-89.582534000000000,562212,Pixelle Androscoggin LLC (100%),,FRS,110000422249,"C,TT","C,TT",,,,,WI,Wisconsin,279037.0000000000,,,2020,54481
5430 LBJ Freeway,,,,,Dallas,,,DALLAS COUNTY,48113,530126.0000000000,DEFAULT,,1001398,Atmos Energy Corporation - Texas,"Supplier, LDC - Direct Emissions",110071159497,32.925488000000000,-96.816137000000000,221210,ATMOS ENERGY CORP (100%),,Green House Gas e-GGRT,530126,"NN-LDC,W-LDC","NN,W",,,,,TX,Texas,332217.0000000000,,,2017,75240
2234 MAIN AVE SW,,,,,WARREN,,,TRUMBULL COUNTY,39155,525208.0000000000,CU_OTHERS,,1003380,Cleveland-Cliffs Warren,Direct Emitter,110012566767,41.211242000000000,-80.816820000000000,324199,ARCELORMITTAL USA (100%),,FRS,110041003856,"C,Q","C,Q",,,,,OH,Ohio,120709.0000000000,,,2015,44481
2800 S WORKMAN MILL ROAD,,,,,WHITTIER,,,LOS ANGELES COUNTY,06037,524610.0000000000,CU_OTHERS,,1003199,PUENTE HILLS LANDFILL AND ENERGY RECOVERY,Direct Emitter,110043783983,34.024860000000000,-118.032530000000000,562212,COUNTY OF LOS ANGELES CALIFORNIA (100%),,FRS,110028036649,"C,HH","C,HH",,,,,CA,California,360937.0000000000,,,2023,90601
STATE HIGHWAY 17,,,,Y,PALATKA,,,Putnam,12107,519487.0000000000,DEFAULT,,1000084,Seminole (136),Direct Emitter,,29.733300000000000,-81.633900000000000,221112,SEMINOLE ELECTRIC COOPERATIVE INC (100%),,Clean Air Markets Division Business Database,25,"D,TT","D,TT",,,,,FL,Florida,178752.0000000000,,,2018,32708
,,,,,Parachute,,,MESA,08077,524100.0000000000,DEFAULT,,1002945,Bargath LLC - Crawford Trail CS,,110043802141,39.503457000000000,-108.184214000000000,213112,"WILLIAMS PARTNERS, LP (100%)",,Green House Gas e-GGRT,524100,,,STOPPED_REPORTING_VALID_REASON,,,,CO,Colorado,,,,2020,81635
38884 870TH AVE,,,,,BIRD ISLAND,,,RENVILLE COUNTY,27129,530162.0000000000,CU_OTHERS,,1005705,ALLIANCE PIPELINE - OLIVIA 23-A,Direct Emitter,110008806612,44.849100000000000,-94.896900000000000,486210,ENBRIDGE ENERGY MANAGEMENT (50%); Pembina Pipeline CORP (50%),,FRS,110021117913,"C,W-NGTC","C,W",,,,,MN,Minnesota,172034.0000000000,,,2017,55310
800 8th Street SW,,,,,Tioga,,,WILLIAMS COUNTY,38105,557759.0000000000,DEFAULT,,1011470,Tioga Rail Terminal,,110069525927,48.387010000000000,-102.951730000000000,424710,HESS CORP (100%),,Green House Gas e-GGRT,557759,,,STOPPED_REPORTING_VALID_REASON,,,,ND,North Dakota,,,,2023,58852
,,,,,Offshore,,,,,543404.0000000000,DEFAULT,,1009680,Fiedwood Energy LLC - WC 68 A,,110055517533,29.626434000000000,-93.034695000000000,211111,"Fieldwood Energy, LLC (100%);",,Green House Gas e-GGRT,543404,,,STOPPED_REPORTING_VALID_REASON,,,,LA,Louisiana,,,,2019,00000
5391 East First St,,,,,FORT WORTH,,,TARRANT,48439,526549.0000000000,CU_ONLY,,1004280,BRENTWOOD COMPRESSOR STATION,Direct Emitter,110043809830,32.766533000000000,-97.265637000000000,211111,"Access Midstream Partners, L.P. (100%)",,FRS,110041361460,C,C,,,,,TX,Texas,49736.0000000000,,,2012,76103
126 EAST LINCOLN AVENUE,,,,,RAHWAY,,,UNION COUNTY,34039,524857.0000000000,CU_ONLY,,1003261,MERCK SHARP & DOHME CORP. - RAHWAY,Direct Emitter,110000492020,40.612743000000000,-74.260921000000000,325412,MERCK & CO INC (100%),,FRS,110000492020,C,C,,,,,NJ,New Jersey,78882.0000000000,,,2013,07065
19248 Highway 105,,,,,Cleveland,,,MONTGOMERY COUNTY,48339,525065.0000000000,DEFAULT,,1007895,Security Recycling and Disposal Facility,Direct Emitter,110021146188,30.320900000000000,-95.273700000000000,562212,WASTE MANAGEMENT INC (100%),,Green House Gas e-GGRT,525065,HH,HH,,,,,TX,Texas,350113.0000000000,,,2022,77327
48416 144th St,,,,,Big Stone City,,,GRANT COUNTY,46051,527077.0000000000,CU_ONLY,,1004713,Poet Biorefining-Big Stone,Direct Emitter,110020518992,45.301333000000000,-96.511361000000000,325193,POET LLC (100%),,FRS,110020518992,C,C,,,,,SD,South Dakota,261481.0000000000,,,2020,57216
5400 DWYER RD,,,,,NEW ORLEANS,,,Orleans,22071,519759.0000000000,DEFAULT,,1001607,A B Paterson,,110001245162,30.015800000000000,-90.025800000000000,221112,Entergy Corporation (100%);,,Clean Air Markets Division Business Database,297,,,STOPPED_REPORTING_VALID_REASON,,,,LA,Louisiana,,,,2023,70126
352 HIGHWAY 4 WEST,,,,,ASHLAND,,,Benton,28009,520942.0000000000,CU_OTHERS,,1000821,Magnolia Facility,Direct Emitter,110009113486,34.835800000000000,-89.201700000000000,221112,US GOVERNMENT (%),,Clean Air Markets Division Business Database,1491,"C,D","C,D",,,,,MS,Mississippi,206791.0000000000,,,2019,38603
"1001 Fannin Street, Suite 800",,,,,Houston,,,HARRIS COUNTY,48201,542520.0000000000,DEFAULT,,1009660,"Enervest Operating, L.L.C. 345 Arkoma Basin",,110043477573,29.756080000000000,-95.364330000000000,211111,ENERVEST OPERATING LLC (100%),,Green House Gas e-GGRT,542520,,,STOPPED_REPORTING_VALID_REASON,,,,TX,Texas,,,,2019,77002
4403 LA PORTE FWY,,,,,PASADENA,,,HARRIS COUNTY,48201,523565.0000000000,CU_ONLY,,1002613,BASF CORP - PASADENA PLANT,Direct Emitter,110002081942,29.731639000000000,-95.152083000000000,325110,BASF Corporation (100%),,FRS,110041004677,C,C,,,,,TX,Texas,87106.0000000000,,,2013,77501
21225 RIVERWOOD AVE,,,,,NOBLESVILLE,,,Hamilton,18057,519659.0000000000,DEFAULT,,1001542,Noblesville,Direct Emitter,110000396349,40.096900000000000,-85.971400000000000,221112,DUKE ENERGY CORP (100%),,Clean Air Markets Division Business Database,197,"C,D","C,D",,,,,IN,Indiana,310519.0000000000,,,2021,46060
1010 Sulphur Road,,,,,Damascus,,,VAN BUREN COUNTY,05141,525628.0000000000,CU_ONLY,,1003816,Cove Creek CPF-4,Direct Emitter,110043802123,35.407846000000000,-92.407203000000000,213112,SOUTHWESTERN ENERGY CO (100%),,Green House Gas e-GGRT,525628,C,C,,,,,AR,Arkansas,105879.0000000000,,,2014,72039
"31.92159, -103.76169",,,,,Kermit,,,Loving,48301,545717.0000000000,DEFAULT,,1010244,Avalon CGF 2,,,31.921590000000000,-103.761690000000000,211111,ANADARKO PETROLEUM CORP (100%),,Green House Gas e-GGRT,545717,,,STOPPED_REPORTING_VALID_REASON,,,,TX,Texas,,,,2016,79745
7095 Glades Pike,,,,,Somerset,,,SOMERSET COUNTY,42111,526300.0000000000,DEFAULT,,1004164,"Mostoller Landfill, Inc.",Direct Emitter,110010261634,39.982370000000000,-78.981890000000000,562212,"Mostoller Landfill, Inc. (100%)",,Green House Gas e-GGRT,526300,HH,HH,,,,,PA,Pennsylvania,53212.0000000000,,,2010,15501
1400 S. BLOUNT ST.,,,,,RALEIGH,,,WAKE COUNTY,37183,526649.0000000000,CU_ONLY,,1004594,CARGILL INC RALEIGH FACILITY,Direct Emitter,110000347189,35.760930000000000,-78.637540000000000,311222,CARGILL INC (100%),,FRS,110000347189,C,C,,,,,NC,North Carolina,132477.0000000000,,,2016,27603
14600 ROMINE ROAD,,,,,CARLETON,,,MONROE COUNTY,26115,523917.0000000000,CU_OTHERS,,1002905,GUARDIAN INDUSTRIES CARLETON FACILITY,Direct Emitter,110000566245,42.089770000000000,-83.362030000000000,327211,GUARDIAN INDUSTRIES CORP (100%),,FRS,110000566245,"C,N","C,N",,,,,MI,Michigan,93044.0000000000,,,2013,48117
869 Exchange St,,,,,Middlebury,,,ADDISON COUNTY,50001,556237.0000000000,CU_ONLY,,1011305,Agri-Mark,Direct Emitter,110040608205,44.031050000000000,-73.170780000000000,311513,AGRI-MARK INC (100%),,Green House Gas e-GGRT,556237,C,C,,,,,VT,Vermont,114079.0000000000,,,2015,05753
5526 GULF BEACH HWY,,,,,JOHNSONS BAYOU,,,CAMERON,22023,534677.0000000000,DEFAULT,,1007604,CAMERON MEADOWS GAS PLANT,,110007016111,29.761528000000000,-93.639500000000000,211112,PSI MIDSTREAM PARTNERS L P  (100%),,FRS,110007016111,,,STOPPED_REPORTING_VALID_REASON,,,,LA,Louisiana,,,,2017,70631
,,,,,BORGER,,,HUTCHINSON COUNTY,48233,522181.0000000000,CU_ONLY,,1007425,CHEVRON PHILLIPS CHEMICAL CO LP,Direct Emitter,110041990646,35.698244000000000,-101.357744000000000,325199,Chevron Phillips Chemical Company LP (100%),,Green House Gas e-GGRT,522181,C,C,,,,,TX,Texas,100675.0000000000,,,2014,79008
17925 Meridian Street East,,,,,Puyallup,,,PIERCE COUNTY,53053,526699.0000000000,DEFAULT,,1004384,Hidden Valley Landfill,Direct Emitter,110012556894,47.095000000000000,-122.287800000000000,562212,WASTE CONNECTIONS INC (100%),,Green House Gas e-GGRT,526699,HH,HH,,,,,WA,Washington,166730.0000000000,,,2017,98375
3241 SCARBORO ROAD,,,,,STREET,,,HARFORD COUNTY,24025,523219.0000000000,CU_OTHERS,,1002292,HARFORD WASTE DISPOSAL CENTER,Direct Emitter,110001832606,39.639500000000000,-76.297100000000000,562212,Harford County Government (100%),,FRS,110001832606,"C,HH","C,HH",,,,,MD,Maryland,77003.0000000000,,,2013,21154
11 RA West Highway,,,,,Pei,,,MINGO COUNTY,54059,544457.0000000000,DEFAULT,,1009939,Grant Processing Facility-Cardinal States Gathering,,110055518453,37.738204000000000,-82.149605000000000,486210,CNX RESOURCES CORP (100%),,Green House Gas e-GGRT,544457,,,STOPPED_REPORTING_VALID_REASON,,,,WV,West Virginia,,,,2023,25670
"41.4403, -107.6161",,,,,Green River,,,SWEETWATER,56037,522652.0000000000,DEFAULT,,1007375,Doty Mountain Compressor Station,,110043808573,41.440300000000000,-107.616100000000000,211111,Anadarko Petroleum Corporation (100%);,,Green House Gas e-GGRT,522652,,,STOPPED_REPORTING_VALID_REASON,,,,WY,Wyoming,,,,2018,82935
5087 JUNCTION ROAD,,,,,LOCKPORT,,,Niagara,36063,520645.0000000000,CU_OTHERS,,1001265,Lockport,Direct Emitter,110000326530,43.162200000000000,-78.745300000000000,221112,LOCKPORT LP LLC (51.4%); LOCKPORT POWER COGENERATION LLC (24.3%); OPGA LOCKPORT LLC (24.3%),,Clean Air Markets Division Business Database,1188,"C,D","C,D",,,,,NY,New York,271038.0000000000,,,2020,14094
296 NORTH 600 AVE,,,,,NEW WINDSOR,,,HENRY COUNTY,17073,527211.0000000000,CU_OTHERS,,1004769,ANR Pipeline New Windsor CS,Direct Emitter,110043807235,41.210090000000000,-90.436460000000000,486210,ANR PIPELINE CO (100%),,FRS,110018105012,"C,W-NGTC","C,W",,,,,IL,Illinois,162437.0000000000,,,2017,61465
324 W El Segundo Blvd,,,,,El Segundo,,,LOS ANGELES COUNTY,06037,547898.0000000000,DEFAULT,,1010533,Chevron MM El Segundo,Supplier,110002899908,33.908200000000000,-118.408500000000000,324110,CHEVRON CORP (100%),,Green House Gas e-GGRT,547898,MM-REF,MM,,,,,CA,California,310338.0000000000,,,2021,90245
530 Keystone Drive,,,,,Warrendale,,,,,528959.0000000000,DEFAULT,,1005459,"Mitsubishi Electric Power Products, Inc.","Supplier, Direct Emitter",,40.667150000000000,-80.112720000000000,335313,MITSUBISHI ELECTRIC CORP (100%),,Green House Gas e-GGRT,528959,"OO,QQ,SS","OO,QQ,SS",,,,,PA,Pennsylvania,364671.0000000000,,,2023,15086
9895 Hwy 40,,,,,Battleview,,,,,561717.0000000000,DEFAULT,,1012021,Liberty Resources Managment LLC 395 Williston Basin,Onshore Oil & Gas Production,110070082159,48.577676000000000,-102.777417000000000,211111,Liberty Resources LLC (100%),,Green House Gas e-GGRT,561717,W-ONSH,W,,,,,ND,North Dakota,122373.0000000000,,,2015,58773
5174 Highway 133,,,,,Somerset,,,GUNNISON COUNTY,08051,546077.0000000000,CU_OTHERS,,1010310,West Elk Mine,Direct Emitter,110035847518,38.928550000000000,-107.446760000000000,212112,ARCH COAL INC  (100%),,Green House Gas e-GGRT,546077,"C,FF","C,FF",,,,,CO,Colorado,116509.0000000000,,,2015,81434
900 LOVERIDGE ROAD,,,,,PITTSBURG,,,CONTRA COSTA COUNTY,06013,526796.0000000000,CU_ONLY,,1004478,"USS-UPI, LLC",Direct Emitter,110000483450,38.023050000000000,-121.855650000000000,331221,US STEEL CORP (100%),,FRS,110000483450,C,C,,,,,CA,California,356697.0000000000,,,2023,94565
2266 E 500 SOUTH ROAD,,,,,BROOK,,,NEWTON,18111,525918.0000000000,CU_OTHERS,,1003691,NEWTON COUNTY LANDFILL,Direct Emitter,110006625312,40.926075000000000,-87.347702000000000,562212,"Republic Services, Inc. (100%)",,FRS,110006625312,"C,HH","C,HH",,,,,IN,Indiana,70497.0000000000,,,2012,47922
3805 NW 97th Blvd,,,,,Springhill,,,ALACHUA COUNTY,12001,531297.0000000000,DEFAULT,,1000083,Springhill,Supplier,110035712262,29.686890000000000,-82.449760000000000,221210,City of Gainesville / Gainesville Regional Utilities (100%),,Green House Gas e-GGRT,531297,NN-LDC,NN,,,,,FL,Florida,123036.0000000000,,,2014,32606
5500 CHURCH ROAD,,,,,FELDA,,,HENDRY COUNTY,12051,524052.0000000000,DEFAULT,,1002990,LEE/HENDRY COUNTY REGIONAL SOLID WASTE DISPOSAL FACILITY,Direct Emitter,110060947409,26.565861000000000,-81.527306000000000,562212,LEE COUNTY BOARD OF COUNTY COMMISSIONERS (100%),,FRS,110039615119,HH,HH,,,,,FL,Florida,183144.0000000000,,,2018,33930
,,,,,PRUDHOE BAY,,,NORTH SLOPE,02185,527844.0000000000,CU_ONLY,,1005185,TRANS ALASKA PIPELINE SYSTEM PUMP STATION 3,Direct Emitter,110054085351,68.842778000000000,-148.829722000000000,486110,ALYESKA PIPELINE SERVICE CO (100%),,FRS,110021339666,C,C,,,,,AK,Alaska,56835.0000000000,,,2012,99734
"2 EVERITT AVE., S. END",,,,,PANAMA CITY,,,BAY COUNTY,12005,523817.0000000000,CU_ONLY,,1002442,ARIZONA CHEMICAL COMPANY,Direct Emitter,110000362287,30.143939000000000,-85.618924000000000,325191,ARIZONA CHEMICAL CO LLC (100%),,FRS,110000362287,C,C,,,,,FL,Florida,99346.0000000000,,,2013,32401
10600 FORDS COUNTRY LN,,,,,GLEN ALLEN,,,HENRICO COUNTY,51087,522239.0000000000,DEFAULT,,1006071,HENRICO COUNTY DPU SPRINGFIELD RD LANDFILL,Direct Emitter,110020679988,37.678500000000000,-77.568600000000000,562212,Henrico County Department of Public Works (100%),,FRS,110020679988,HH,HH,,,,,VA,Virginia,49040.0000000000,,,2012,23060
1470 Riveredge Parkway NW,,,,,Atlanta,,,FULTON COUNTY,13121,580741.0000000000,DEFAULT,,1014318,Municipal Electric Authority of Georgia,SF6 from Elec. Equip.,110071232144,33.910370000000000,-84.434450000000000,221122,Municipal Electric Authority of Georgia (100%),,Green House Gas e-GGRT,580741,DD,DD,,,,,GA,Georgia,311953.0000000000,,,2021,30328
23425 Amoco Road,,,,,Channahon,,,Will,17197,521674.0000000000,CU_ONLY,,1009505,"Flint Hills Resources Joliet, LLC",Direct Emitter,110038932411,41.441700000000000,-88.172800000000000,325192,KOCH INDUSTRIES INC (100%),,Clean Air Markets Division Business Database,8030,C,C,,,,,IL,Illinois,122502.0000000000,,,2015,60410
2485 Houx Parkway,,,,,Lima,,,ALLEN COUNTY,39003,550137.0000000000,CU_ONLY,,1010679,Guardian Lima,Direct Emitter,110070242681,40.705880000000000,-84.080070000000000,325193,GUARDIAN LIMA LLC (100%),,Green House Gas e-GGRT,550137,C,C,,,,,OH,Ohio,165918.0000000000,,,2017,45804
"US 377 SW 10 MI TO PRIVATE RD,",,,,,JUNCTION,,,KIMBLE COUNTY,48267,524784.0000000000,CU_OTHERS,,1005816,JUNCTION CMP STN,Direct Emitter,110035782276,30.384171000000000,-99.896942000000000,486210,ENERGY TRANSFER PARTNERS LP (100%),,FRS,110007205595,"C,W-NGTC","C,W",,,,,TX,Texas,233377.0000000000,,,2018,76849
3236 WATING ST.,,,,,E. CHICAGO,,,LAKE COUNTY,18089,530184.0000000000,CU_ONLY,,1001346,Harsco Metals,Direct Emitter,110005980867,41.654051000000000,-87.446885000000000,327992,Harsco Corp (100%),,FRS,110041051278,C,C,,,,,IN,Indiana,109218.0000000000,,,2014,46312
"HWY 9, W 2.7 MI S OF Bryceland",,,,,Bryceland,,,,,526677.0000000000,CU_OTHERS,,1006918,Mainline Compressor Station,Direct Emitter,,32.410321000000000,-92.981498000000000,486210,ENERGY TRANSFER LP (100%),,FRS,110007295818,"C,W-NGTC","C,W",,,,,LA,Louisiana,311827.0000000000,,,2021,71008
3301 SOUTH COUNTY ROAD 150 W,,,,,GREENCASTLE,,,PUTNAM COUNTY,18133,528054.0000000000,CU_OTHERS,,1005302,LONE STAR INDUSTRIES INC,Direct Emitter,110056963451,39.616615000000000,-86.868632000000000,327310,RC LONESTAR INC (100%),H,FRS,110041127508,"C,H","C,H",,,,,IN,Indiana,110400.0000000000,,,2014,46135
4512 Bells Lane,,,,Y,Louisville,,,JEFFERSON COUNTY,21111,530250.0000000000,CU_OTHERS,,1001585,Paddys Run,Direct Emitter,110041119580,38.214700000000000,-85.845300000000000,221112,LG&E & KU ENERGY LLC (100%),,Clean Air Markets Division Business Database,278,"C,D","C,D",,,,,KY,Kentucky,129180.0000000000,,,2016,40211
100 TAFTS AVE,,,,,WINTHROP,,,Suffolk,25025,520586.0000000000,CU_OTHERS,,1001231,Deer Island Treatment,Direct Emitter,110071160248,42.349700000000000,-70.960100000000000,221320,MASSACHUSETTS WATER RESOURCES AUTHORITY (100%),,Clean Air Markets Division Business Database,1129,"C,D","C,D",,,,,MA,Massachusetts,112845.0000000000,,,2015,02152
33733 Duff Road,,,,,Walker,,,LIVINGSTON PARISH,22063,543264.0000000000,DEFAULT,,1009637,Lockhart Crossing EOR Facility,CO2 Injection,110070082041,30.519792000000000,-90.885878000000000,211111,DENBURY RESOURCES INC (100%),,Green House Gas e-GGRT,543264,UU,UU,,,,,LA,Louisiana,116030.0000000000,,,2015,70785
3333 N MCCOLL RD,,,,,EDINBURG,,,Hidalgo,48215,520740.0000000000,DEFAULT,,1001325,Magic Valley Generating Station,Direct Emitter,110006360446,26.340300000000000,-98.190000000000000,221112,CALPINE CORP (100%),,Clean Air Markets Division Business Database,1283,D,D,,,,,TX,Texas,180967.0000000000,,,2018,78539
14240 MERCHANT ENERGY WAY,,,,,SHADY HILLS,,,Pasco,12101,520919.0000000000,CU_OTHERS,,1006678,Shady Hills,Direct Emitter,110070507280,28.366500000000000,-82.559100000000000,221112,GENERAL ELECTRIC CO (100%),,Clean Air Markets Division Business Database,1467,"C,D","C,D",,,,,FL,Florida,180258.0000000000,,,2018,34610
201 Byers Road,,,,,West Sunbury,,,BUTLER COUNTY,42019,576141.0000000000,DEFAULT,,1013823,Renick Compressor Station,Onshore Gathering & Boosting,110070920492,40.956480000000000,-79.906940000000000,211130,Stonehenge Energy Resources II LLC (100%),,Green House Gas e-GGRT,576141,W-GB,W,,,,,PA,Pennsylvania,266065.0000000000,,,2017,16061
1500 Granville Road,,,,,Newark,,,LICKING COUNTY,39089,533398.0000000000,DEFAULT,,1006676,"NGO Propane, Inc.",,110043969836,40.056650000000000,-82.456440000000000,211112,"Licking Rural Electrification, Inc., dba The Energy Cooperative (100%);",,Green House Gas e-GGRT,533398,,,STOPPED_REPORTING_VALID_REASON,,,,OH,Ohio,,,,2014,43058
1111 Bagby St Sky Lobby 2,,,,,Houston,,,HARRIS COUNTY,48201,537881.0000000000,DEFAULT,,1008978,"EOG Resources, Inc. 425 Bend arch",,110034207481,29.758940000000000,-95.370960000000000,211111,EOG RESOURCES INC (100%),,Green House Gas e-GGRT,537881,,,STOPPED_REPORTING_VALID_REASON,,,,TX,Texas,,,,2019,77002
1600 SOUTH 66TH STREET,,,,,BOULDER,,,BOULDER COUNTY,08013,527256.0000000000,DEFAULT,,1006661,BOULDER LANDFILL,Direct Emitter,110001389934,39.950304000000000,-105.201260000000000,562212,REPUBLIC SERVICES INC (100%),,FRS,110001389934,HH,HH,,,,,CO,Colorado,363796.0000000000,,,2023,80303
E OF LUBBOCK ON FARM RD 3020,,,,,LUBBOCK,,,Lubbock,48303,520142.0000000000,CU_OTHERS,,1000937,Jones Station,Direct Emitter,110071161579,33.523900000000000,-101.739200000000000,221112,XCEL ENERGY (100%),,Clean Air Markets Division Business Database,681,"C,D","C,D",,,,,TX,Texas,205070.0000000000,,,2019,79408
1284 N CHERRY ST,,,,,CRESTON,,,UNION COUNTY,19175,524353.0000000000,CU_OTHERS,,1002790,GREEN VALLEY CHEMICAL CORP,Direct Emitter,110071161372,41.070867000000000,-94.356733000000000,325311,GREEN VALLEY CHEMICAL CORP (100%),,FRS,110040977627,"C,G","C,G",,,,,IA,Iowa,130862.0000000000,,,2016,50801
505 North Ellington Pkwy,,,,,Lewisburg,,,MARSHALL COUNTY,47117,527445.0000000000,DEFAULT,,1004755,Lewisburg Gas Department,Supplier,110043815440,35.452352000000000,-86.777364000000000,221210,CITY OF LEWISBURG (100%),,Green House Gas e-GGRT,527445,NN-LDC,NN,,,,,TN,Tennessee,254641.0000000000,,,2020,37091
850 BRUSH WELLMAN RD,,,,Y,DELTA,,,Millard,49027,520325.0000000000,CU_OTHERS,,1005628,Intermountain Generating Station,Direct Emitter,110000470053,39.503500000000000,-112.581100000000000,221112,Intermountain Power Agency (100%),,Clean Air Markets Division Business Database,864,"C,D","C,D",,,,,UT,Utah,266119.0000000000,,,2020,84624
4126 Hwy 194,,,,,West Pikeville,,,PIKE COUNTY,21195,544256.0000000000,DEFAULT,,1010062,"MC Mining, LLC",Direct Emitter,110070082057,37.529385000000000,-82.518584000000000,212112,"Alliance Coal, LLC (100%)",,Green House Gas e-GGRT,544256,FF,FF,,,,,KY,Kentucky,103559.0000000000,,,2014,41501
9959 Highway 18,,,,,St. James,,,ST. JAMES PARISH,22093,543382.0000000000,CU_OTHERS,,1009795,Tampa Port Services,Direct Emitter,110022324037,30.083670000000000,-90.913250000000000,325312,The Mosaic Company (100%),,Green House Gas e-GGRT,543382,"C,G","C,G",,,,,LA,Louisiana,103827.0000000000,,,2014,70086
164 W MAGNOLIA,,,,,BURBANK,,,Los Angeles,06037,521316.0000000000,CU_OTHERS,,1000224,Lake,Direct Emitter,110055893733,34.177500000000000,-118.314700000000000,221112,Burbank Water and Power (100%),,Clean Air Markets Division Business Database,7514,"C,D","C,D",,,,,CA,California,105647.0000000000,,,2014,91502
331 ALLIE CLAY RD,,,,,ROXBORO,,,Person,37145,521320.0000000000,CU_ONLY,,1000226,CPI USA North Carolina Roxboro,Direct Emitter,110000347045,36.435000000000000,-78.961900000000000,221112,CAPITAL POWER CORP (100%),,Clean Air Markets Division Business Database,7518,C,C,,,,,NC,North Carolina,118451.0000000000,,,2015,27573
7 N. Eastern Ave.,,,,,Batesville,,,RIPLEY COUNTY,18137,532238.0000000000,DEFAULT,,1006762,Batesville Water & Gas Utility,"Supplier, LDC - Direct Emissions",110071160639,39.298528000000000,-85.214528000000000,221210,BATESVILLE NATURAL GAS (100%),,Green House Gas e-GGRT,532238,"NN-LDC,W-LDC","NN,W",,,,,IN,Indiana,142278.0000000000,,,2016,47006
25111 E 175TH ST,,,,,PLEASANT HILL,,,Cass,29037,520775.0000000000,DEFAULT,,1001351,Dogwood Energy Facility,Direct Emitter,110015854609,38.793100000000000,-94.300600000000000,221112,"Dogwood Power Management, LLC (100%)",,Clean Air Markets Division Business Database,1318,D,D,,,,,MO,Missouri,99851.0000000000,,,2014,64080
14701 US 67 West,,,,,Mertzon,,,IRION COUNTY,48235,524612.0000000000,CU_OTHERS,,1003347,Mertzon Gas Plant,Direct Emitter,110071160922,31.255770000000000,-100.890310000000000,211130,TARGA RESOURCES CORP (100%),,Green House Gas e-GGRT,524612,"C,W-PROC","C,W",,,,,TX,Texas,346458.0000000000,,,2022,76941
215 E 24TH,,,,,AUSTIN,,,TRAVIS COUNTY,48453,525047.0000000000,CU_ONLY,,1003645,HAL C WEAVER POWER PLANT,Direct Emitter,110028042222,30.287240000000000,-97.735890000000000,221112,UNIVERSITY OF TEXAS SYSTEM (100%),,FRS,110028042222,C,C,,,,,TX,Texas,263860.0000000000,,,2020,78713
